Item_ID	Sentence	Determiner	Noun	Predicate	Subject	SubjectLength	SubjectParse
3867718:5	the villagers were suspicious at first, waiting for the demand of a bribe or request for a chicken or a village girl, but in the end they decided to believe him.	the	villagers	suspicious	the villagers	2	(NP (DT The) (NNS villagers))
3869699:14	the police claimed the confessions were genuine and no coercion had been used.	the	confessions	genuine	the confessions	2	(NP (DT the) (NNS confessions))
3869899:80	it could be the case that version a was perceived as a radically sceptical play and that the b version later came to dominate because the authorities were unhappy with the other version which more manifestly challenged orthodoxies.	the	authorities	unhappy	the authorities	2	(NP (DT the) (NNS authorities))
3872607:4	the eyes were deep-set and shadowed.	the	eyes	deep-set	the eyes	2	(NP (DT The) (NNS eyes))
3876543:59	such an order will be granted only where damages would not be an adequate remedy --lrb- e.g. if the goods were unique, or virtually so --rrb-.	the	goods	unique	the goods	2	(NP (DT the) (NNS goods))
3877133:51	the act was based upon the notion of freedom of contract, i.e. that the parties were free to make their contract upon whatever terms they pleased.	the	parties	free	the parties	2	(NP (DT the) (NNS parties))
3877294:4	the sellers were liable to the buyer in damages for breach of warranty.	the	sellers	liable	the sellers	2	(NP (DT The) (NNS sellers))
3877330:21	however, this was not because the goods were unfit for use but rather because they included goods of a different description.	the	goods	unfit	the goods	2	(NP (DT the) (NNS goods))
3877369:4	these words were new in section 14 by virtue of the supply of goods --lrb- implied terms --rrb- act 1973.	these	words	new	these words	2	(NP (DT These) (NNS words))
3877463:11	in fact the propellers were unfit for their purpose because they were not thick enough, a matter not included in the buyer's specification.	the	propellers	unfit	the propellers	2	(NP (DT the) (NNS propellers))
3877464:4	the sellers were liable.	the	sellers	liable	the sellers	2	(NP (DT The) (NNS sellers))
3877468:87	it was held that since the buyer knew much more about persia than the seller, he must have been relying on his own judgment as to whether the tractors were suitable for the persian market.	the	tractors	suitable	the tractors	2	(NP (DT the) (NNS tractors))
3881521:12	by whitsun, the days were blue and hot.	the	days	blue	the days	2	(NP (DT the) (NNS days))
3883832:5	the words were bathetic but behind them there was a despair frightening in its intensity.	the	words	bathetic	the words	2	(NP (DT The) (NNS words))
3884085:6	the shoes were wrong and her glasses were wrong.	the	shoes	wrong	the shoes	2	(NP (DT The) (NNS shoes))
3884779:4	the words were exquisite.	the	words	exquisite	the words	2	(NP (DT The) (NNS words))
3887113:12	for the moment the sensations were sufficient.	the	sensations	sufficient	the sensations	2	(NP (DT the) (NNS sensations))
3889936:25	the fences were put in order, the fields were top-dressed with necessary fertilisers, and even matt took on a new lease of life.	the	fields	top-dressed	the fields	2	(NP (DT the) (NNS fields))
3894412:4	the organisers were eager to attract more entries.	the	organisers	eager	the organisers	2	(NP (DT The) (NNS organisers))
3894691:6	all the men were upset."	the	men	upset	all the men	3	(NP (PDT All) (DT the) (NNS men))
3897797:13	but none of these problems were ours.	these	problems	ours	these problems	2	(NP (DT these) (NNS problems))
3898659:115	thus, although the scheme as presented here excludes places such as baschurch on the shrewsbury -- chester line, and possible use of the old minsterley line, these could be considered if the transport needs of those areas were large enough.	those	areas	large	those areas	2	(NP (DT those) (NNS areas))
3900375:5	the scenes were stunning, this system of lines is a little gem.	the	scenes	stunning	the scenes	2	(NP (DT The) (NNS scenes))
3902232:66	does my right hon. friend agree that the broadcasting act 1990 placed on the itc the requirement to ensure that all bids were sustainable and stable for the whole 10 years of the franchise?	all	bids	sustainable	all bids were sustainable and stable	6	(NP (DT all) (NNS bids) (S (VP (AUX were) (ADJP (ADJP (JJ sustainable)) (CC and) (ADJP (JJ stable))))))
3911354:145	on the latter part of the hon. gentleman's question, he will know that the foreign ministers of the european community considered the subject earlier this week and made it plain that, when considering recognition, regard would be had to the extent to which the republics were ready to undertake the treaty obligations to which the hon. gentleman referred.	the	republics	ready	the republics	2	(NP (DT the) (NNS republics))
3924078:8	if those authorities were negligent or in any way in breach of duty, it is important that that fact should be uncovered at an early stage.	those	authorities	negligent	those authorities	2	(NP (DT those) (NNS authorities))
3924278:136	is the attorney-general aware that, while the west bromwich building society and financial advisers have grown fat and rich by selling home income equity bonds, 14,000 pensioners face the prospect of losing their homes, including some of my constituents who were not advised that the bonds were dangerous?	the	bonds	dangerous	the bonds	2	(NP (DT the) (NNS bonds))
3933226:60	for the poll tax the government gave councils 18 months to get their computer software in order, but the councils were unable to do so because they did not have the resources and the rules and complexities kept changing.	the	councils	unable	the councils	2	(NP (DT the) (NNS councils))
3940815:11	germans of all parties were resistant to further deployments of short and medium-range forces.	all	parties	resistant	all parties	2	(NP (DT all) (NNS parties))
3944370:4	the findings were horrific.	the	findings	horrific	the findings	2	(NP (DT The) (NNS findings))
3946413:82	i expect that not only can the hon. gentleman remember that, but that he will recall that we warned at that time that the reforms were illusory and would not work.	the	reforms	illusory	the reforms	2	(NP (DT the) (NNS reforms))
3948203:4	the cuts were considerable in the early years of the conservative government when the country was suffering a deep recession.	the	cuts	considerable	the cuts	2	(NP (DT The) (NNS cuts))
3949489:11	some of the media were interested only in portraying a violent image of blackbird leys.	the	media	interested	the media	2	(NP (DT the) (NNS media))
3954639:46	the plight of widows was recognised by all parties; we all agreed that the rates were unfair to them.	the	rates	unfair	the rates	2	(NP (DT the) (NNS rates))
3956308:177	i find that an extraordinary statement of policy, because i had always believed that, in so far as it had any justification at all, the labour party's commitment to unilateralism, to the closure of bases, to the withdrawal from nato, was based on a principle -- on a deeply held conviction that those things were wrong.	those	things	wrong	those things	2	(NP (DT those) (NNS things))
3956661:41	the government have consistently wrung their hands and said that in the past the services were awful.	the	services	awful	the services	2	(NP (DT the) (NNS services))
3960755:72	he said that on that day he had 70 pupils at the west lothian college and oatridge agricultural college, and the links between the colleges were excellent.	the	colleges	excellent	the colleges	2	(NP (DT the) (NNS colleges))
3970836:4	these men were responsible for the maintenance of places for which they acted and for ensuring that worship was conducted in accordance with the tenets of the bodies to which they belonged.	these	men	responsible	these men	2	(NP (DT These) (NNS men))
3977613:4	the interviews were tape-recorded.	the	interviews	tape-recorded	the interviews	2	(NP (DT The) (NNS interviews))
4024187:4	the explosions were close to a boots chemist and a mcdonalds restaurant which was crowded with youngsters.	the	explosions	close	the explosions	2	(NP (DT The) (NNS explosions))
4025435:6	but the officials were adamant that a cliftonville player was offside during the move that preceded the goal.	the	officials	adamant	the officials	2	(NP (DT the) (NNS officials))
4027110:4	the defendants were former employees, michael hugh dempsey, castleton park, portstewart; john gregory donaghy, prospect road, portstewart and christopher ronald mann, elms park, coleraine.	the	defendants	former	the defendants	2	(NP (DT The) (NNS defendants))
4030843:46	there is an element at the oval who would happily finish 15th if the blues were 16th.	the	blues	16th	the blues	2	(NP (DT the) (NNS Blues))
4031282:4	some players were nervous and edgy but over the 90 minutes we deserved to win."	some	players	nervous	some players	2	(NP (DT Some) (NNS players))
4034278:17	he said:" the conditions were difficult for everyone and we took a good decision to wait until the last half-hour before doing our 12 laps.	the	conditions	difficult	the conditions	2	(NP (DT The) (NNS conditions))
4034333:16	noel goode yes, the fans were great.	the	fans	great	the fans	2	(NP (DT the) (NNS fans))
4037475:38	" david was the key -- once he decided to stay the others were certain to follow."	the	others	certain	the others	2	(NP (DT the) (NNS others))
4040359:4	the shares were unchanged at 480p.	the	shares	unchanged	the shares	2	(NP (DT The) (NNS shares))
4040574:36	it was essential because by the end of the second half the nerves were jangling.	the	nerves	jangling	the nerves	2	(NP (DT the) (NNS nerves))
4050567:4	the defenders were unsuccessful in their arguments on the interpretation of the clause in the contract which provided for payment of 75 per cent of the price on delivery.	the	defenders	unsuccessful	the defenders	2	(NP (DT The) (NNS defenders))
4050576:188	in considering whether the pursuers' decision to rescind the contract was justified, the sheriff principal stated at p 63:"... the test is not the defenders" reasons for their failure to pay, but the effect which, objectively, their conduct was likely to have upon the minds of the pursuers, on the assumption that the pursuers were reasonable men."	the	pursuers	reasonable	the pursuers	2	(NP (DT the) (NNS pursuers))
4050662:18	the pursuer pleaded that the defences were irrelevant and that decree should be granted as craved.	the	defences	irrelevant	the defences	2	(NP (DT the) (NNS defences))
4050725:4	the disbursements were liable to vat.	the	disbursements	liable	the disbursements	2	(NP (DT The) (NNS disbursements))
4052736:4	no flowers were present on any of the plants from which collections were made.	no	flowers	present	no flowers	2	(NP (DT No) (NNS flowers))
4058440:6	all interviews were confidential and the results posted out to participants.	all	interviews	confidential	all interviews	2	(NP (DT All) (NNS interviews))
4060205:4	the showers were big, easily holding thirty or so men.	the	showers	big	the showers	2	(NP (DT The) (NNS showers))
4061334:4	the covers were undisturbed, showing that the bed had not been slept in.	the	covers	undisturbed	the covers	2	(NP (DT The) (NNS covers))
4063936:16	and in any case, the circumstances were exceptional.	the	circumstances	exceptional	the circumstances	2	(NP (DT the) (NNS circumstances))
4064654:81	so i waited four days, watching the weather, praying that it wouldn't change and when the night arrived to fish again, and the conditions were identical to that wonderful night four moons ago, i felt like i was eight years old again on christmas eve.	the	conditions	identical	the conditions	2	(NP (DT the) (NNS conditions))
4068309:60	there were a series of impossible pains like knife cuts, but she could also see distantly how the women were skilful and trustworthy.	the	women	skilful	the women	2	(NP (DT the) (NNS women))
4068622:21	often when women rang the beds were full and no more could come in.	the	beds	full	the beds	2	(NP (DT the) (NNS beds))
4068629:28	the younger ones needed looking after while the mothers were busy, and the distress of the children, although more naked than that of their mothers, was less terrible.	the	mothers	busy	the mothers	2	(NP (DT the) (NNS mothers))
4068887:4	the nasturtiums were flowering, brilliant and ragged across the soil, orange as flames.	the	nasturtiums	flowering	the nasturtiums	2	(NP (DT The) (NNS nasturtiums))
4068896:4	the leaves were cool and wet.	the	leaves	cool	the leaves	2	(NP (DT The) (NNS leaves))
4070174:7	but the results were good; people praised her cooking lavishly, and she began to take a pride in doing it well.	the	results	good	the results	2	(NP (DT the) (NNS results))
4071638:6	the wi were magnificent and provided thousands of lunches; the red cross picked up the few casualties and stragglers; and children along the route played welcome hosepipes on the passing riders.	the	wi	magnificent	the wi	2	(NP (DT The) (NNS WI))
4073874:77	sackor had in late 1989 headed a committee given the responsibility of investigating alleged subversive activity in the area, but which had concluded that the allegations were groundless.	the	allegations	groundless	the allegations	2	(NP (DT the) (NNS allegations))
4079592:24	the company denied greenpeace's claim that the chemicals were carcinogenic --lrb- cancer-causing --rrb- and also that their misuse had resulted in the contamination of food supplies in importing countries.	the	chemicals	carcinogenic	the chemicals	2	(NP (DT the) (NNS chemicals))
4080223:6	all the ministers were new to government office; the minister of finance had been hitherto a banker, the interior minister a lawyer and the minister of foreign affairs the ambassador to the united states.	the	ministers	new	all the ministers	3	(NP (PDT All) (DT the) (NNS ministers))
4080996:54	regulations on payment would come into effect on jan. 1, 1991, while the rest of the regulations were valid from march 15, 1990.	the	regulations	valid	the regulations	2	(NP (DT the) (NNS regulations))
4083665:75	a special commission of the bulgarian government uncovered the existence of concentration camps which had operated in the 1950s and 1960s in which some prisoners were tortured and killed.	some	prisoners	tortured	some prisoners	2	(NP (DT some) (NNS prisoners))
4084567:26	the law society, which said that the measures were discriminatory and unconstitutional, was described by moi in an independence anniversary speech on dec. 12 as" absurd, ridiculous and obnoxious".	the	measures	discriminatory	the measures	2	(NP (DT the) (NNS measures))
4087627:63	criticism of slorc during the election campaign was banned, as were meetings of more than five people, and all speeches were subject to official vetting.	all	speeches	subject	all speeches	2	(NP (DT all) (NNS speeches))
4087642:59	prior to the opening of the talks the us sought to strengthen its negotiating position by suggesting that the bases were expendable.	the	bases	expendable	the bases	2	(NP (DT the) (NNS bases))
4088070:4	the elections were notable in particular for --lrb- i --rrb- the intervention in upper bann of an official conservative candidate --lrb- who, however, obtained only 3 per cent of the vote --rrb- and --lrb- ii --rrb- the disastrous result in bootle for the sdp, which received only 155 votes.	the	elections	notable	the elections	2	(NP (DT The) (NNS elections))
4089328:6	both loans were dependent on major economic adjustments to reduce dependence on oil exports and to improve domestic competitiveness, and in the medium term to strengthen the current-account position consistent with real annual economic growth of 4.5-6 per cent, to reduce the external debt-service burden while strengthening the external reserve position, and to improve domestic investment.	both	loans	dependent	both loans	2	(NP (DT Both) (NNS loans))
4091237:19	the government had insisted that the measures were crucial to the success of its anti-inflationary policy launched in march --lsb- see pp. 37312-13 --rsb-.	the	measures	crucial	the measures	2	(NP (DT the) (NNS measures))
4092986:5	the shortages were due, he said, to donors' failure to respond adequately to the government's 1989 emergency appeal, launched in april at a donor conference in new york --lsb- see pp. 36608; 36805 --rsb-.	the	shortages	due	the shortages	2	(NP (DT The) (NNS shortages))
4093974:53	despite apparently positive indications that the economy had become more efficient and successful in the late 1980s, some analysts were sceptical about how much of this was due to the various deregulating reforms.	some	analysts	sceptical	some analysts	2	(NP (DT some) (NNS analysts))
4094254:87	in a commons statement on nov. 30, 1989, nicholas ridley, the secretary of state for trade and industry, said that the government took the view that the concessions were consistent with the terms of ec approval and that these arrangements were the least which were necessary to secure the successful transfer of the rover group to the private sector.	the	concessions	consistent	the concessions	2	(NP (DT the) (NNS concessions))
4095780:26	consequently, around 40 per cent of the delegates were conservative party bureaucrats; by contrast, only 104 --lrb- slightly over 2 per cent --rrb- were members of the radical reformist democratic platform faction --lsb- see pp. 37384-85 --rsb-, which claimed the backing of up to 40 per cent of the 19,300,000 cpsu members.	the	delegates	conservative	the delegates	2	(NP (DT the) (NNS delegates))
4097564:43	the brutality and unprovoked nature of the attacks, together with the fact that the victims were white and middle class -- the jogger was a vice president of a leading securities firm -- whilst the assailants were black or hispanic, meant that the case received a massive degree of publicity and became symbolic of us racial tension and urban violence.	the	victims	white	the victims	2	(NP (DT the) (NNS victims))
4097564:101	the brutality and unprovoked nature of the attacks, together with the fact that the victims were white and middle class -- the jogger was a vice president of a leading securities firm -- whilst the assailants were black or hispanic, meant that the case received a massive degree of publicity and became symbolic of us racial tension and urban violence.	the	assailants	black	the assailants	2	(NP (DT the) (NNS assailants))
4097571:20	although tried as adults, the defendants were due to be sentenced as juveniles, which meant that the maximum prison term which they could receive was 10 years.	the	defendants	due	the defendants	2	(NP (DT the) (NNS defendants))
4098043:4	the talks were due to include discussions of measures to reduce tension between the two states and to promote bilateral exchanges.	the	talks	due	the talks	2	(NP (DT The) (NNS talks))
4098279:4	these issues were due to be investigated at a second trial, to start on jan. 14, 1991, when the senior financiers roger seeling, david mayhew and lord spens were to stand trial for accepting the money.	these	issues	due	these issues	2	(NP (DT These) (NNS issues))
4100586:99	the ceremony was boycotted by the army commander in chief and former president, gen. augusto pinochet ugarte, who had led the september 1973 coup in which allende was killed, and no troops were present.	no	troops	present	no troops	2	(NP (DT no) (NNS troops))
4104616:29	popular front leaders also protested before the elections that the conditions were unfair given the continuing state of emergency in baku --lrb- the capital --rrb-, where outdoor rallies remained banned and meetings of more than 100 people needed approval by the military authorities.	the	conditions	unfair	the conditions	2	(NP (DT the) (NNS conditions))
4109015:13	the parliaments of both countries were due to ratify the treaty by the end of february 1991.	both	countries	due	both countries	2	(NP (DT both) (NNS countries))
4109687:4	the negotiations were inconclusive on the main issue of secession but a relaxation of the blockade was agreed and a commitment made for future talks aimed at a final settlement.	the	negotiations	inconclusive	the negotiations	2	(NP (DT The) (NNS negotiations))
4109689:19	reports of atrocities by both sides were widespread and a report by the human rights group amnesty international published in july 1990 --lrb- which was angrily rejected by narakobi --rrb- was highly critical of the behaviour of the security forces.	both	sides	widespread	both sides	2	(NP (DT both) (NNS sides))
4112793:68	video footage taken both from the ground and from attacking allied aircraft suggested that the cruise missiles and the laser-guided bombs used by the allies were capable of a very high degree of accuracy.	the	allies	capable	the allies	2	(NP (DT the) (NNS allies))
4112911:12	deleted from the guidelines were certain provisions which had appeared in previous drafts but which had been strongly criticized by media executives as amounting to censorship; these would have prohibited reporters from approaching military officials unannounced, and banned dissemination of pictures showing troops in agony or severe shock.	the	guidelines	certain	the guidelines	2	(NP (DT the) (NNS guidelines))
4116033:14	brady stated that the reforms were essential to protect depositors and tax payers, to strengthen the economy and to restore us banks to international prominence.	the	reforms	essential	the reforms	2	(NP (DT the) (NNS reforms))
4116160:14	the details of the talks were secret but it was thought that a un discussion paper for reform of the army, a key fmln demand, was on the agenda.	the	talks	secret	the talks	2	(NP (DT the) (NNS talks))
4116269:4	the banks were closed on feb. 1 to adjust to the new measures and long queues formed outside cash points as people tried to withdraw money.	the	banks	closed	the banks	2	(NP (DT The) (NNS banks))
4124249:5	the increases were necessary, it was announced, because the burden of government subsidies had quadrupled over the past 10 years.	the	increases	necessary	the increases	2	(NP (DT The) (NNS increases))
4125487:50	he denied that soviet immigrants would be directed to the new homes, but said that the settlements were essential to provide israel with" strategic depth".	the	settlements	essential	the settlements	2	(NP (DT the) (NNS settlements))
4127575:4	some posts were unchanged, the main changes being new ministers at defence --lrb- ndricim karakaci --rrb-, public order --lrb- hajredin shyti --rrb-, justice --lrb- fatmir zaloshnja --rrb-, finance, industry, and agriculture".	some	posts	unchanged	some posts	2	(NP (DT Some) (NNS posts))
4133293:36	the director of public prosecutions had conceded in june 1990 that the convictions were unsafe, thereby halting a judicial inquiry begun that march by sir john may --lsb- see pp. 37536-7 --rsb-.	the	convictions	unsafe	the convictions	2	(NP (DT the) (NNS convictions))
4134229:4	the changes were effective from aug. 30.	the	changes	effective	the changes	2	(NP (DT The) (NNS changes))
4136396:92	shamir told a group of religious teachers in tel aviv that the issue of sovereignty of the west bank and the gaza strip was negotiable, despite his past insistence that the territories were integral parts of israel.	the	territories	integral	the territories	2	(NP (DT the) (NNS territories))
4140441:72	in addition, the government insisted that until there was a ceasefire agreement, the current counterinsurgency operations would continue in every region where the guerrillas were active.	the	guerrillas	active	the guerrillas	2	(NP (DT the) (NNS guerrillas))
4140640:4	both men were active in the hong kong alliance in support of democratic movements in china, which the chinese government had described as" subversive".	both	men	active	both men	2	(NP (DT Both) (NNS men))
4141341:42	the deputy prime minister responsible for legislative affairs, pavel rychetsky, maintained that the proposals were justified by the need to protect democracy.	the	proposals	justified	the proposals	2	(NP (DT the) (NNS proposals))
4143583:4	the police were short of 15,000 men and of one-quarter of their equipment needs.	the	police	short	the police	2	(NP (DT The) (NNS police))
4144469:69	elections to all the republic assemblies were held in 1990: in april and early may in slovenia and croatia --lrb- where the communists were defeated-see p. 37381 --rrb-; in november and december in serbia and montenegro --lrb- where the socialist party-renamed communists-gained majorities --rrb-, and in macedonia and bosnia-hercegovina --lrb- where nationalists came to power-see pp. 37923-24 --rrb-.	the	communists	defeated-see	the communists	2	(NP (DT the) (NNS communists))
4146137:40	however, it was in logged-out areas rather than primary rainforest that the fires were able to spread rapidly in indonesia's protracted four-month drought, which had also undermined the country's self-sufficiency in rice, its staple food.	the	fires	able	the fires	2	(NP (DT the) (NNS fires))
4147856:16	too many congressmen in both parties were reluctant to aid soviet retraining at a time when growing numbers of us citizens were unemployed.	both	parties	reluctant	both parties	2	(NP (DT both) (NNS parties))
4148029:4	the decrees were subject to congressional ratification within 30 days.	the	decrees	subject	the decrees	2	(NP (DT The) (NNS decrees))
4149316:4	the agreements were due to be signed on dec. 16, after which they required ratification by the european and national parliaments.	the	agreements	due	the agreements	2	(NP (DT The) (NNS agreements))
4152595:24	in addition to causing severe damage, the floods were responsible for the deaths of at least five people.	the	floods	responsible	the floods	2	(NP (DT the) (NNS floods))
4152875:60	although the harvest yield was expected to be slightly less than in 1989, buoyant world prices meant that the growers were likely to reap record payments.	the	growers	likely	the growers	2	(NP (DT the) (NNS growers))
4155260:5	the changes were necessary, walesa had said in a speech to the sejm, to strengthen executive authority.	the	changes	necessary	the changes	2	(NP (DT The) (NNS changes))
4157208:4	some observers were surprised that, despite being pressed on the issue, roh gave no indication that he was preparing to support kim young sam as his successor.	some	observers	surprised	some observers	2	(NP (DT Some) (NNS observers))
4160229:60	as provided for in the relevant legislation passed in february 1991 --lsb- see p. 38018 --rsb-, six of the judges were czech citizens and six slovak citizens; they were chosen by the president from lists submitted by the federal and the two republican parliaments and would serve for seven-year terms.	the	judges	czech	the judges	2	(NP (DT the) (NNS judges))
4161221:118	it had turned down an offer by the un, under which iraqi exports of up to 1,000,000 bpd would be permitted if the revenues were spent on humanitarian aid --lsb- see p. 38742 --rsb-, arguing that the conditions were unacceptable.	the	conditions	unacceptable	the conditions	2	(NP (DT the) (NNS conditions))
4166497:4	some constituencies were multiparty ones -- the tehran constituency being an extreme example, with voters being asked to name 30 candidates of their choice.	some	constituencies	multiparty	some constituencies	2	(NP (DT Some) (NNS constituencies))
4170605:7	among these safeguards were prior diet approval for each contribution to a un peacekeeping mission, a temporary freeze on sdf participation in peacekeeping operations which might involve military action, and a review of the legislation after three years.	these	safeguards	prior	these safeguards	2	(NP (DT these) (NNS safeguards))
4172692:15	policy differences between the candidates were minimal, and both promised to introduce free-market reforms in an economy currently dominated by state ownership and interventionist policies.	the	candidates	minimal	the candidates	2	(NP (DT the) (NNS candidates))
4174328:7	the sentences were lighter than had been generally expected; the military prosecutor on july 14 had asked for life sentences rather than death sentences --lrb- as sought in june --rrb-.	the	sentences	lighter	the sentences	2	(NP (DT The) (NNS sentences))
4179160:44	on sept. 17 the syrian delegation broke off discussions with israel, claiming that the talks were useless while israel continued to refuse to discuss a full withdrawal from the golan.	the	talks	useless	the talks	2	(NP (DT the) (NNS talks))
4183146:143	unprofor convoys trying to reach other towns came under fire several times --lrb- and on nov. 6 returned fire --rrb- but on nov. 19 broke the seven-month siege of tuzla and on nov. 28 the eight-month siege of srebrenica --lrb- the biggest moslem enclave in eastern bosnia --rrb-; both towns were full of refugees.	both	towns	full	both towns	2	(NP (DT both) (NNS towns))
4183466:40	mutalibov told izvestiya, from his hiding place in russia, that the charges were political persecution.	the	charges	political	the charges	2	(NP (DT the) (NNS charges))
4184256:37	the chances of an agreement had appeared slim after indications that the talks were deadlocked over competing demands by various member countries to sell more oil, within an overall output ceiling low enough to push prices higher.	the	talks	deadlocked	the talks	2	(NP (DT the) (NNS talks))
4185581:28	it was later confirmed, however, that the devices were active and had probably been installed during 1991.	the	devices	active	the devices	2	(NP (DT the) (NNS devices))
4186362:121	over four fifths, that's two million, of these w of those who the wages c wages are protected by the wages councils are women and as there would seem no point in abolition unless the wages were gonna fall, then it is women who will suffer disproportionately, along with another vulnerable group, single parents.	the	wages	gonna	the wages	2	(NP (DT the) (NNS wages))
4190089:35	er, it's all very well saying er, these people were apprehended, what a bit of bad luck, but what in god's name were they doing, straying around the border of a country like iraq?	these	people	apprehended	these people	2	(NP (DT these) (NNS people))
4193186:4	the conditions were appalling.	the	conditions	appalling	the conditions	2	(NP (DT The) (NNS conditions))
4194589:6	but the tables were good then but erm too much time involved in them, in in sawing with in them.	the	tables	good	the tables	2	(NP (DT the) (NNS tables))
4195794:37	even when dave macdonald was sent off for a second bookable offence the blues were incapable of taking the advantage.	the	blues	incapable	the blues	2	(NP (DT the) (NNS blues))
4198308:6	all the fittings were shabby and well used, probably obtained through the" small ads" column in the local paper.	the	fittings	shabby	all the fittings	3	(NP (PDT All) (DT the) (NNS fittings))
4199179:88	she ate the food, sipped her brandy and was even able to smile at the sight of iris peering between the slices of bread to ensure that the contents were acceptable to a vegetarian.	the	contents	acceptable	the contents	2	(NP (DT the) (NNS contents))
4200234:63	the champagne was vintage, the pate fortnum's, and the air blue with the smoke of cuban cigars: only the lobsters were pink.	the	lobsters	pink	only the lobsters	3	(NP (RB only) (DT the) (NNS lobsters))
4200915:11	spirits in both cars were high, margaret scenting battle, her guards taking what pleasure they could from the prospect of a day or two at the seaside.	both	cars	high	both cars	2	(NP (DT both) (NNS cars))
4201486:43	the marshes of essex, he said, were so right-wing that even the newsagents were white.	the	newsagents	white	even the newsagents	3	(NP (RB even) (DT the) (NNS newsagents))
4204998:4	these implications were first raised by shanken:;	these	implications	first	these implications	2	(NP (DT These) (NNS implications))
4213932:4	the dissatisfiers were such factors as salary, working conditions and company policy.	the	dissatisfiers	such	the dissatisfiers	2	(NP (DT The) (NNS dissatisfiers))
4214250:4	the interviews were semi-structured and tape-recorded in many cases.	the	interviews	semi-structured	the interviews	2	(NP (DT The) (NNS interviews))
4214595:10	however, the governors were unwilling to leave out any of the head's recommendations and they decided to treat them all as priorities.	the	governors	unwilling	the governors	2	(NP (DT the) (NNS governors))
4215924:43	it should be recalled, however, that earlier it was noted that the changes were few and of a relatively trivial nature, and in the case studies it was reported that changes following the use of the booklet tended to be shortlived.	the	changes	few	the changes	2	(NP (DT the) (NNS changes))
4216378:4	some teachers were aware of this lack and had turned to curriculum publications such as the school curriculum --lrb- des, 1981 --rrb- for guidance.	some	teachers	aware	some teachers	2	(NP (DT Some) (NNS teachers))
4216435:19	if it blew somewhere else the papers were glad.	the	papers	glad	the papers	2	(NP (DT the) (NNS papers))
4218043:56	but on the south side, looking down and across one of the loveliest valleys in the county, all the views were open.	the	views	open	all the views	3	(NP (PDT all) (DT the) (NNS views))
4222445:13	so many of the stories were wild exaggerations, inflamed by a number of factors -- the" culture contact" between rural and urban society, personal resentment --lrb- particularly if two women were forced to share the same kitchen --rrb-, the strangeness of the whole situation at the start of a frightening new war, or simply as angus calder put it the english tendency to confuse manners with morals.	the	stories	wild	the stories	2	(NP (DT the) (NNS stories))
4222556:31	many of the children came from homes where the houses were decent, where the wages were good, and where, apparently, the state of the children was not due to any real defect in the conditions under which they were living but simply to the heedlessness, the shiftlessness, the carelessness and the ignorance of the mothers.	the	houses	decent	the houses	2	(NP (DT the) (NNS houses))
4222556:50	many of the children came from homes where the houses were decent, where the wages were good, and where, apparently, the state of the children was not due to any real defect in the conditions under which they were living but simply to the heedlessness, the shiftlessness, the carelessness and the ignorance of the mothers.	the	wages	good	the wages	2	(NP (DT the) (NNS wages))
4222974:4	the proposals were similar to those in meade's paper of july 1941.	the	proposals	similar	the proposals	2	(NP (DT The) (NNS proposals))
4223027:16	the second was that the economists were complacent about the problem.	the	economists	complacent	the economists	2	(NP (DT the) (NNS economists))
4223859:50	owing to the successes in constituencies previously thought unlikely prospects, where many of the candidates were young middle-class aspirants, the character of the party changed and the proportion of trade union nominees, most of them at least in late middle age, declined.	the	candidates	young	the candidates	2	(NP (DT the) (NNS candidates))
4224338:4	these contracts were worth$ 75 million each.	these	contracts	worth	these contracts	2	(NP (DT These) (NNS contracts))
4224887:12	many of these problems were self-inflicted and steps are being taken to correct matters.	these	problems	self-inflicted	these problems	2	(NP (DT these) (NNS problems))
4235804:4	the stables were satisfactory.	the	stables	satisfactory	the stables	2	(NP (DT The) (NNS stables))
4238963:28	over the easter weekend there were complaints that the toilets were closed as early as five p.m..	the	toilets	closed	the toilets	2	(NP (DT the) (NNS toilets))
4242233:63	deffenbacher --lrb- 1983 --rrb- reviewed the literature available on the relationship between emotional arousal and eyewitness testimony and concluded that the results were consistent with the idea that the general inverted-u relationship between arousal and performance could be used to account for the memory findings.	the	results	consistent	the results	2	(NP (DT the) (NNS results))
4243177:68	since a large number of locations were needed for this study it was decided to use locations which none of the subjects were likely to know rather than stimuli filmed in the cambridge area which would differ in the degree of previous familiarity subjects had with them.	the	subjects	likely	the subjects	2	(NP (DT the) (NNS subjects))
4243930:126	if such research is indicative of uk research effort in geology as a whole, then the figures suggest that in the early 1970's, the numbers of students entering the field increased substantially, whilst at the same time, the universities were able and willing to support such an increase.	the	universities	able	the universities	2	(NP (DT the) (NNS universities))
4244604:61	it would have been extremely interesting to repeat this exercise for a different two-year period, to see if any trends were apparent, but for the reasons already reported, such research can no longer be carried out.	any	trends	apparent	any trends	2	(NP (DT any) (NNS trends))
4244629:12	nine of these citations were self-citations, so that fifteen theses were cited, but had no record of consultations.	these	citations	self-citations	these citations	2	(NP (DT these) (NNS citations))
4246683:13	1 --rrb- if the roads were closed, pressures would be felt in surrounding suburban areas --lrb- and presumably the residents would protest --rrb-;	the	roads	closed	the roads	2	(NP (DT the) (NNS roads))
4246684:13	2 --rrb- if the roads were closed, motorists affected would protest.	the	roads	closed	the roads	2	(NP (DT the) (NNS roads))
