,workerid,utterance,response,context,sentence_type,language,comments,dimension,valence,slide_number
1990,39,tall,0.84,random,coll,English,,height,pos,20
1991,39,fat,0.81,random,coll,English,,width,pos,21
1992,39,fat,0.21,random,dist,English,,width,pos,21
1993,39,thin,0.21,random,coll,English,,width,neg,22
1994,39,thin,0.81,random,dist,English,,width,neg,22
1995,39,narrow,0.81,random,dist,English,,width,neg,23
1996,39,narrow,0.15,random,coll,English,,width,neg,23
1997,39,high,0.82,random,coll,English,,height,pos,24
1998,39,high,0.15,random,dist,English,,height,pos,24
1999,39,slight,0.16,random,coll,English,,size,neg,25
2000,39,slight,0.86,random,dist,English,,size,neg,25
2001,40,full,0.35,random,coll,English,,capacity,pos,1
2002,40,full,0.68,random,dist,English,,capacity,pos,1
2003,40,skinny,0.19,random,coll,English,,width,neg,2
2004,40,skinny,0.72,random,dist,English,,width,neg,2
2005,40,long,0.72,random,dist,English,,length,pos,3
2006,40,long,0.26,random,coll,English,,length,pos,3
2007,40,wide,0.21,random,coll,English,,width,pos,4
2008,40,wide,0.71,random,dist,English,,width,pos,4
2009,40,little,0.7,random,dist,English,,size,neg,5
2010,40,little,0.3,random,coll,English,,size,neg,5
2011,40,narrow,0.62,random,dist,English,,width,neg,6
2012,40,narrow,0.3,random,coll,English,,width,neg,6
2013,40,deep,0.77,random,dist,English,,depth,pos,7
2014,40,deep,0.21,random,coll,English,,depth,pos,7
2015,40,slight,0.7,random,dist,English,,size,neg,8
2016,40,slight,0.26,random,coll,English,,size,neg,8
2017,40,humongous,0.29,random,coll,English,,size,pos,9
2018,40,humongous,0.7,random,dist,English,,size,pos,9
2019,40,short,0.7,random,dist,English,,height,neg,10
2020,40,short,0.23,random,coll,English,,height,neg,10
2021,40,lengthy,0.27,random,coll,English,,length,pos,11
2022,40,lengthy,0.72,random,dist,English,,length,pos,11
2023,40,small,0.76,random,dist,English,,size,neg,12
2024,40,small,0.23,random,coll,English,,size,neg,12
2025,40,large,0.28,random,coll,English,,size,pos,13
2026,40,large,0.67,random,dist,English,,size,pos,13
2027,40,high,0.7,random,dist,English,,height,pos,14
2028,40,high,0.27,random,coll,English,,height,pos,14
2029,40,fat,0.29,random,coll,English,,width,pos,15
2030,40,fat,0.68,random,dist,English,,width,pos,15
2031,40,huge,0.27,random,coll,English,,size,pos,16
2032,40,huge,0.74,random,dist,English,,size,pos,16
2033,40,flat,0.72,random,dist,English,,height,neg,17
2034,40,flat,0.29,random,coll,English,,height,neg,17
2035,40,tiny,0.3,random,coll,English,,size,neg,18
2036,40,tiny,0.75,random,dist,English,,size,neg,18
2037,40,thick,0.3,random,coll,English,,width,pos,19
2038,40,thick,0.7,random,dist,English,,width,pos,19
2039,40,tall,0.32,random,coll,English,,height,pos,20
2040,40,tall,0.73,random,dist,English,,height,pos,20
2041,40,low,0.22,random,coll,English,,height,neg,21
2042,40,low,0.76,random,dist,English,,height,neg,21
2043,40,big,0.71,random,dist,English,,size,pos,22
2044,40,big,0.27,random,coll,English,,size,pos,22
2045,40,heavy,0.27,random,coll,English,,weight,pos,23
2046,40,heavy,0.7,random,dist,English,,weight,pos,23
2047,40,mini,0.26,random,coll,English,,size,neg,24
2048,40,mini,0.72,random,dist,English,,size,neg,24
2049,40,thin,0.23,random,coll,English,,width,neg,25
2050,40,thin,0.75,random,dist,English,,width,neg,25
2051,41,heavy,0.81,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",weight,pos,1
2052,41,heavy,0.05,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",weight,pos,1
2053,41,mini,0.88,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,2
2054,41,mini,0.04,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,2
2055,41,wide,0.04,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,3
2056,41,wide,0.94,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,3
2057,41,humongous,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,4
2058,41,humongous,0.99,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,4
2059,41,long,0.99,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",length,pos,5
2060,41,long,0.04,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",length,pos,5
2061,41,tiny,0,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,6
2062,41,tiny,0.99,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,6
2063,41,slight,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,7
2064,41,slight,0.01,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,7
2065,41,thin,0.01,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,8
2066,41,thin,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,8
2067,41,huge,0,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,9
2068,41,huge,0.02,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,9
2069,41,narrow,0,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,10
2070,41,narrow,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,10
2071,41,full,0.98,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",capacity,pos,11
2072,41,full,0.98,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",capacity,pos,11
2073,41,short,0,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,12
2074,41,short,0.02,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,12
2075,41,big,0.98,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,13
2076,41,big,0,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,13
2077,41,large,0.98,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,14
2078,41,large,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,pos,14
2079,41,high,0.99,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,pos,15
2080,41,high,0,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,pos,15
2081,41,lengthy,0,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",length,pos,16
2082,41,lengthy,0.99,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",length,pos,16
2083,41,tall,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,pos,17
2084,41,tall,0.97,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,pos,17
2085,41,small,0.92,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,18
2086,41,small,0.01,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,18
2087,41,low,0.01,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,19
2088,41,low,0.35,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,19
2089,41,fat,0.02,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,20
2090,41,fat,0.57,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,20
2091,41,thick,0.88,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,21
2092,41,thick,0.02,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,pos,21
2093,41,flat,0.02,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,22
2094,41,flat,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",height,neg,22
2095,41,little,0,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,23
2096,41,little,0.49,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",size,neg,23
2097,41,skinny,0,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,24
2098,41,skinny,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",width,neg,24
2099,41,deep,0.01,regular,dist,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",depth,pos,25
2100,41,deep,0.01,regular,coll,English,"I felt I did the hit correctly, but it ws all in the interpretation of the reader and wasn&quotechart sure about the degree to which it met the meaning of the adjective.",depth,pos,25
2101,42,fat,0.87,regular,dist,English,,width,pos,1
2102,42,fat,0.48,regular,coll,English,,width,pos,1
2103,42,short,0.82,regular,dist,English,,height,neg,2
2104,42,short,0.52,regular,coll,English,,height,neg,2
2105,42,huge,0.99,regular,dist,English,,size,pos,3
2106,42,huge,0.28,regular,coll,English,,size,pos,3
2107,42,humongous,0,regular,coll,English,,size,pos,4
2108,42,humongous,1,regular,dist,English,,size,pos,4
2109,42,high,1,regular,coll,English,,height,pos,5
2110,42,high,0,regular,dist,English,,height,pos,5
2111,42,slight,0.51,regular,dist,English,,size,neg,6
2112,42,slight,0.52,regular,coll,English,,size,neg,6
2113,42,skinny,1,regular,dist,English,,width,neg,7
2114,42,skinny,0,regular,coll,English,,width,neg,7
2115,42,narrow,0.03,regular,coll,English,,width,neg,8
2116,42,narrow,1,regular,dist,English,,width,neg,8
2117,42,large,0.99,regular,dist,English,,size,pos,9
2118,42,large,0.01,regular,coll,English,,size,pos,9
2119,42,flat,0.97,regular,dist,English,,height,neg,10
2120,42,flat,0.98,regular,coll,English,,height,neg,10
2121,42,small,0.14,regular,coll,English,,size,neg,11
2122,42,small,0.99,regular,dist,English,,size,neg,11
2123,42,full,0,regular,coll,English,,capacity,pos,12
2124,42,full,1,regular,dist,English,,capacity,pos,12
2125,42,mini,1,regular,dist,English,,size,neg,13
2126,42,mini,0.18,regular,coll,English,,size,neg,13
2127,42,heavy,0.51,regular,coll,English,,weight,pos,14
2128,42,heavy,0.52,regular,dist,English,,weight,pos,14
2129,42,big,0,regular,coll,English,,size,pos,15
2130,42,big,0.82,regular,dist,English,,size,pos,15
2131,42,wide,1,regular,dist,English,,width,pos,16
2132,42,wide,0.01,regular,coll,English,,width,pos,16
2133,42,little,0,regular,coll,English,,size,neg,17
2134,42,little,1,regular,dist,English,,size,neg,17
2135,42,long,1,regular,dist,English,,length,pos,18
2136,42,long,0,regular,coll,English,,length,pos,18
2137,42,deep,0,regular,coll,English,,depth,pos,19
2138,42,deep,1,regular,dist,English,,depth,pos,19
2139,42,low,0.49,regular,coll,English,,height,neg,20
2140,42,low,0.51,regular,dist,English,,height,neg,20
2141,42,tall,0.51,regular,coll,English,,height,pos,21
2142,42,tall,0.51,regular,dist,English,,height,pos,21
2143,42,lengthy,0.49,regular,dist,English,,length,pos,22
2144,42,lengthy,0.49,regular,coll,English,,length,pos,22
2145,42,thick,1,regular,dist,English,,width,pos,23
2146,42,thick,0,regular,coll,English,,width,pos,23
2147,42,tiny,0,regular,coll,English,,size,neg,24
2148,42,tiny,1,regular,dist,English,,size,neg,24
2149,42,thin,0,regular,coll,English,,width,neg,25
2150,42,thin,1,regular,dist,English,,width,neg,25
2151,43,slight,0.83,regular,coll,english,,size,neg,1
2152,43,slight,0.33,regular,dist,english,,size,neg,1
2153,43,skinny,0.87,regular,coll,english,,width,neg,2
2154,43,skinny,0.46,regular,dist,english,,width,neg,2
2155,43,deep,0.26,regular,dist,english,,depth,pos,3
2156,43,deep,0.4,regular,coll,english,,depth,pos,3
2157,43,wide,0.57,regular,dist,english,,width,pos,4
2158,43,wide,0.29,regular,coll,english,,width,pos,4
2159,43,lengthy,0.76,regular,dist,english,,length,pos,5
2160,43,lengthy,0.6,regular,coll,english,,length,pos,5
2161,43,large,0.75,regular,coll,english,,size,pos,6
2162,43,large,0.16,regular,dist,english,,size,pos,6
2163,43,thick,0.17,regular,coll,english,,width,pos,7
2164,43,thick,0.58,regular,dist,english,,width,pos,7
2165,43,huge,0.79,regular,coll,english,,size,pos,8
2166,43,huge,0.24,regular,dist,english,,size,pos,8
2167,43,mini,0.13,regular,coll,english,,size,neg,9
2168,43,mini,0.69,regular,dist,english,,size,neg,9
2169,43,long,0.83,regular,coll,english,,length,pos,10
2170,43,long,0.24,regular,dist,english,,length,pos,10
2171,43,little,0.75,regular,dist,english,,size,neg,11
2172,43,little,0.21,regular,coll,english,,size,neg,11
2173,43,big,0.78,regular,coll,english,,size,pos,12
2174,43,big,0.38,regular,dist,english,,size,pos,12
2175,43,low,0.65,regular,dist,english,,height,neg,13
2176,43,low,0.11,regular,coll,english,,height,neg,13
2177,43,flat,0.33,regular,dist,english,,height,neg,14
2178,43,flat,0.24,regular,coll,english,,height,neg,14
2179,43,heavy,0.63,regular,coll,english,,weight,pos,15
2180,43,heavy,0.23,regular,dist,english,,weight,pos,15
2181,43,full,0.58,regular,dist,english,,capacity,pos,16
2182,43,full,0.58,regular,coll,english,,capacity,pos,16
2183,43,short,0.75,regular,dist,english,,height,neg,17
2184,43,short,0.2,regular,coll,english,,height,neg,17
2185,43,thin,0.68,regular,coll,english,,width,neg,18
2186,43,thin,0.45,regular,dist,english,,width,neg,18
2187,43,fat,0.31,regular,coll,english,,width,pos,19
2188,43,fat,0.13,regular,dist,english,,width,pos,19
2189,43,tiny,0.68,regular,dist,english,,size,neg,20
2190,43,tiny,0.1,regular,coll,english,,size,neg,20
2191,43,tall,0.79,regular,coll,english,,height,pos,21
2192,43,tall,0.25,regular,dist,english,,height,pos,21
2193,43,narrow,0.75,regular,coll,english,,width,neg,22
2194,43,narrow,0.46,regular,dist,english,,width,neg,22
2195,43,humongous,0.77,regular,coll,english,,size,pos,23
2196,43,humongous,0.21,regular,dist,english,,size,pos,23
2197,43,high,0.74,regular,coll,english,,height,pos,24
2198,43,high,0.24,regular,dist,english,,height,pos,24
2199,43,small,0.74,regular,dist,english,,size,neg,25
2200,43,small,0.14,regular,coll,english,,size,neg,25
2201,44,big,0.69,random,dist,English,Thank you for providing this HIT on Mturk.,size,pos,1
2202,44,big,0.25,random,coll,English,Thank you for providing this HIT on Mturk.,size,pos,1
2203,44,slight,0.57,random,dist,English,Thank you for providing this HIT on Mturk.,size,neg,2
2204,44,slight,0.11,random,coll,English,Thank you for providing this HIT on Mturk.,size,neg,2
2205,44,little,0.11,random,coll,English,Thank you for providing this HIT on Mturk.,size,neg,3
2206,44,little,0.7,random,dist,English,Thank you for providing this HIT on Mturk.,size,neg,3
2207,44,thin,0.2,random,coll,English,Thank you for providing this HIT on Mturk.,width,neg,4
2208,44,thin,0.79,random,dist,English,Thank you for providing this HIT on Mturk.,width,neg,4
2209,44,skinny,0.18,random,coll,English,Thank you for providing this HIT on Mturk.,width,neg,5
2210,44,skinny,0.72,random,dist,English,Thank you for providing this HIT on Mturk.,width,neg,5
2211,44,long,0.67,random,dist,English,Thank you for providing this HIT on Mturk.,length,pos,6
2212,44,long,0.18,random,coll,English,Thank you for providing this HIT on Mturk.,length,pos,6
2213,44,flat,0.29,random,coll,English,Thank you for providing this HIT on Mturk.,height,neg,7
2214,44,flat,0.26,random,dist,English,Thank you for providing this HIT on Mturk.,height,neg,7
2215,44,large,0.2,random,dist,English,Thank you for providing this HIT on Mturk.,size,pos,8
2216,44,large,0.63,random,coll,English,Thank you for providing this HIT on Mturk.,size,pos,8
2217,44,heavy,0.79,random,coll,English,Thank you for providing this HIT on Mturk.,weight,pos,9
2218,44,heavy,0.24,random,dist,English,Thank you for providing this HIT on Mturk.,weight,pos,9
2219,44,wide,0.24,random,dist,English,Thank you for providing this HIT on Mturk.,width,pos,10
2220,44,wide,0.83,random,coll,English,Thank you for providing this HIT on Mturk.,width,pos,10
2221,44,thick,0.17,random,coll,English,Thank you for providing this HIT on Mturk.,width,pos,11
2222,44,thick,0.13,random,dist,English,Thank you for providing this HIT on Mturk.,width,pos,11
2223,44,tiny,0.1,random,coll,English,Thank you for providing this HIT on Mturk.,size,neg,12
2224,44,tiny,0.18,random,dist,English,Thank you for providing this HIT on Mturk.,size,neg,12
2225,44,deep,0.09,random,dist,English,Thank you for providing this HIT on Mturk.,depth,pos,13
2226,44,deep,0.08,random,coll,English,Thank you for providing this HIT on Mturk.,depth,pos,13
2227,44,lengthy,0.65,random,coll,English,Thank you for providing this HIT on Mturk.,length,pos,14
2228,44,lengthy,0.45,random,dist,English,Thank you for providing this HIT on Mturk.,length,pos,14
2229,44,high,0.63,random,coll,English,Thank you for providing this HIT on Mturk.,height,pos,15
2230,44,high,0.29,random,dist,English,Thank you for providing this HIT on Mturk.,height,pos,15
2231,44,tall,0.64,random,dist,English,Thank you for providing this HIT on Mturk.,height,pos,16
2232,44,tall,0.38,random,coll,English,Thank you for providing this HIT on Mturk.,height,pos,16
2233,44,short,0.63,random,dist,English,Thank you for providing this HIT on Mturk.,height,neg,17
2234,44,short,0.21,random,coll,English,Thank you for providing this HIT on Mturk.,height,neg,17
2235,44,small,0.18,random,coll,English,Thank you for providing this HIT on Mturk.,size,neg,18
2236,44,small,0.61,random,dist,English,Thank you for providing this HIT on Mturk.,size,neg,18
2237,44,full,0.43,random,dist,English,Thank you for providing this HIT on Mturk.,capacity,pos,19
2238,44,full,0.24,random,coll,English,Thank you for providing this HIT on Mturk.,capacity,pos,19
2239,44,narrow,0.3,random,dist,English,Thank you for providing this HIT on Mturk.,width,neg,20
2240,44,narrow,0.17,random,coll,English,Thank you for providing this HIT on Mturk.,width,neg,20
2241,44,mini,0.25,random,dist,English,Thank you for providing this HIT on Mturk.,size,neg,21
2242,44,mini,0.23,random,coll,English,Thank you for providing this HIT on Mturk.,size,neg,21
2243,44,humongous,0.05,random,dist,English,Thank you for providing this HIT on Mturk.,size,pos,22
2244,44,humongous,0.05,random,coll,English,Thank you for providing this HIT on Mturk.,size,pos,22
2245,44,huge,0.12,random,coll,English,Thank you for providing this HIT on Mturk.,size,pos,23
2246,44,huge,0.12,random,dist,English,Thank you for providing this HIT on Mturk.,size,pos,23
2247,44,fat,0.25,random,dist,English,Thank you for providing this HIT on Mturk.,width,pos,24
2248,44,fat,0.12,random,coll,English,Thank you for providing this HIT on Mturk.,width,pos,24
2249,44,low,0.09,random,coll,English,Thank you for providing this HIT on Mturk.,height,neg,25
2250,44,low,0.2,random,dist,English,Thank you for providing this HIT on Mturk.,height,neg,25
2301,46,long,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",length,pos,1
2302,46,long,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",length,pos,1
2303,46,deep,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",depth,pos,2
2304,46,deep,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",depth,pos,2
2305,46,lengthy,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",length,pos,3
2306,46,lengthy,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",length,pos,3
2307,46,full,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",capacity,pos,4
2308,46,full,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",capacity,pos,4
2309,46,skinny,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,5
2310,46,skinny,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,5
2311,46,tall,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,pos,6
2312,46,tall,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,pos,6
2313,46,low,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,7
2314,46,low,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,7
2315,46,large,0,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,8
2316,46,large,1,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,8
2317,46,heavy,0,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",weight,pos,9
2318,46,heavy,1,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",weight,pos,9
2319,46,mini,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,10
2320,46,mini,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,10
2321,46,tiny,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,11
2322,46,tiny,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,11
2323,46,little,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,12
2324,46,little,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,12
2325,46,flat,1,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,13
2326,46,flat,0,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,13
2327,46,high,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,pos,14
2328,46,high,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,pos,14
2329,46,fat,0,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,15
2330,46,fat,1,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,15
2331,46,narrow,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,16
2332,46,narrow,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,16
2333,46,thick,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,17
2334,46,thick,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,17
2335,46,big,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,18
2336,46,big,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,18
2337,46,wide,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,19
2338,46,wide,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,pos,19
2339,46,small,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,20
2340,46,small,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,20
2341,46,humongous,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,21
2342,46,humongous,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,21
2343,46,huge,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,22
2344,46,huge,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,pos,22
2345,46,thin,0,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,23
2346,46,thin,1,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",width,neg,23
2347,46,slight,0.19,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,24
2348,46,slight,0.82,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",size,neg,24
2349,46,short,0,random,dist,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,25
2350,46,short,1,random,coll,english,"everything was fine, the experiment was fun and compensation was proper, thank you",height,neg,25
2351,47,narrow,0.29,regular,dist,American English,,width,neg,1
2352,47,narrow,0.63,regular,coll,American English,,width,neg,1
2353,47,deep,0.46,regular,coll,American English,,depth,pos,2
2354,47,deep,0.17,regular,dist,American English,,depth,pos,2
2355,47,humongous,0.08,regular,dist,American English,,size,pos,3
2356,47,humongous,0.68,regular,coll,American English,,size,pos,3
2357,47,low,0.29,regular,dist,American English,,height,neg,4
2358,47,low,0.01,regular,coll,American English,,height,neg,4
2359,47,flat,0.03,regular,coll,American English,,height,neg,5
2360,47,flat,0.34,regular,dist,American English,,height,neg,5
2361,47,thin,0.14,regular,dist,American English,,width,neg,6
2362,47,thin,0.21,regular,coll,American English,,width,neg,6
2363,47,tall,0.13,regular,dist,American English,,height,pos,7
2364,47,tall,0.79,regular,coll,American English,,height,pos,7
2365,47,skinny,0.38,regular,coll,American English,,width,neg,8
2366,47,skinny,0.17,regular,dist,American English,,width,neg,8
2367,47,fat,0.2,regular,coll,American English,,width,pos,9
2368,47,fat,0.43,regular,dist,American English,,width,pos,9
2369,47,full,0.88,regular,dist,American English,,capacity,pos,10
2370,47,full,0.04,regular,coll,American English,,capacity,pos,10
